timestamp,CMSA-GAKH-01_0,CMSA-GAKH-01_180,CMSA-GAWW-11_120,CMSA-GAWW-11_300,CMSA-GAWW-12_115,CMSA-GAWW-12_295,CMSA-GAWW-13_120,CMSA-GAWW-13_300,CMSA-GAWW-14_40,CMSA-GAWW-14_220,CMSA-GAWW-15_30,CMSA-GAWW-15_210,CMSA-GAWW-16_30,CMSA-GAWW-16_210,CMSA-GAWW-17_40,CMSA-GAWW-17_220,CMSA-GAWW-19_115,CMSA-GAWW-19_295,CMSA-GAWW-20_120,CMSA-GAWW-20_300,CMSA-GAWW-21_120,CMSA-GAWW-21_300,CMSA-GAWW-23_109,CMSA-GAWW-23_289,GACM-04_50,GACM-04_230,GASA-01-A1_135,GASA-01-A1_315,GASA-01-A2_135,GASA-01-A2_315,GASA-01-B_135,GASA-01-B_315,GASA-01-C_135,GASA-01-C_315,GASA-02-01_135,GASA-02-01_315,GASA-02-02_135,GASA-02-02_315,GASA-03_105,GASA-03_285,GASA-04_135,GASA-04_315,GASA-05-O_135,GASA-05-O_315,GASA-05-W_135,GASA-05-W_315,GASA-06_95,GASA-06_275,GASA-06-B_95,GASA-06-B_275,GVCV-01_40,GVCV-01_220,GVCV-03_42,GVCV-03_222,GVCV-04_45,GVCV-04_225,GVCV-05-A_155,GVCV-05-A_335,GVCV-05-B_30,GVCV-05-B_210,GVCV-06_95,GVCV-06_275,GVCV-07_50,GVCV-07_230,GVCV-08_45,GVCV-08_225,GVCV-09_80,GVCV-09_260,GVCV-11_50,GVCV-11_230,GVCV-13_10,GVCV-13_190,GVCV-14_90,GVCV-14_270
2025-08-23 22:00:00+00:00,0.13909103,0.12369657,5.122513,3.435598,5.077996,15.0480995,3.3914938,6.2379994,0.7448255,2.9458525,3.3208036,5.077399,5.2255917,3.345418,0.6898941,0.8016652,5.222233,2.6382947,0.09482203,0.08395867,0.45775977,0.55120337,0.35503235,0.5974114,0.64148045,0.35150155,0.14732718,0.24268626,0.3169862,0.36519527,0.05727497,0.2451646,0.2612821,0.24865773,0.08997732,0.45956537,0.12130578,0.31055298,0.31902364,0.24683927,0.17691505,0.13166156,0.63838136,0.42304406,0.16504005,0.5045285,0.0,0.0,0.12573187,0.8420385,0.894647,0.39076823,0.82582164,0.6754725,0.74266934,0.43632707,0.23587427,0.16096523,0.22133917,0.23558322,0.06356484,0.08986381,0.18285856,0.2737514,0.097375214,0.109081596,0.0024410058,0.0017991001,0.8840829,0.39271507,1.2146864,1.485497,1.3408618,0.95748436
2025-08-23 22:03:00+00:00,0.12903754,0.11920306,5.6073427,3.50703,3.8547206,14.5588875,3.7172446,4.16481,1.0331545,2.982281,3.282672,3.1353736,4.518795,3.155311,0.677655,0.71432984,5.5036297,3.7132874,0.037821632,0.072784856,0.5304364,0.551996,0.35845715,0.5634949,0.542387,0.25627044,0.14321312,0.26130322,0.25918305,0.34006774,0.06311067,0.22308779,0.26652884,0.2450139,0.065653816,0.4705638,0.083937526,0.23789003,0.31106034,0.21752028,0.16403931,0.12988542,0.25924423,0.3940498,0.14655995,0.2873383,0.0,0.0,0.11464487,0.15089476,0.73389196,0.3500772,0.7366599,0.5648192,0.5721084,0.43614447,0.23587427,0.15713698,0.22133917,0.23558322,0.06356484,0.06112188,0.18318535,0.2737514,0.097375214,0.109081596,0.0024410058,0.0017991001,1.0449121,0.3982449,1.1129484,1.3004265,0.81465244,0.9369385
2025-08-23 22:06:00+00:00,0.14860469,0.1447154,6.383132,3.5142746,4.18252,16.838467,3.8285098,4.6016526,0.8488178,3.4623284,3.4617567,3.3159504,4.6954823,3.6278772,0.7763535,0.8834164,6.6408186,3.8375878,0.048703432,0.097469345,0.45201343,0.5674224,0.37091666,0.87894297,0.6111406,0.32295436,0.24833925,0.23475192,0.40791503,0.36041334,0.08457094,0.37064034,0.23993269,0.25183976,0.13989879,0.56137073,0.3118983,0.38089955,0.28083053,0.35190618,0.23173307,0.14101987,0.6485183,0.4339174,0.24497856,0.49546057,0.0,0.0,0.0676857,0.17739485,0.97048986,0.47055492,0.7676809,0.5756104,0.6084682,0.44153953,0.24150957,0.17318659,0.22133917,0.23558322,0.061975013,0.086975306,0.18318535,0.2737514,0.097574435,0.10894839,0.0024410058,0.0017991001,0.9687618,0.5196376,1.1410615,1.4742596,1.3590455,1.174242
2025-08-23 22:09:00+00:00,0.15853462,0.15157557,5.8566775,3.5364413,5.480388,16.915382,3.9838266,6.260727,1.181494,3.4418116,3.5214667,4.478288,5.3817816,3.6429863,0.78821886,0.81676066,6.732184,2.6388435,0.10740869,0.104979746,0.46496838,0.5612749,0.3713929,0.870057,0.75448084,0.3385886,0.24784376,0.21307065,0.4126205,0.35697892,0.08275348,0.3305511,0.24787812,0.24656855,0.15142299,0.4968911,0.29431057,0.39961037,0.30895478,0.35155475,0.23741223,0.17333715,0.69069254,0.44397232,0.21634862,0.54894423,0.0,0.0,0.10184855,0.21432498,1.0945241,0.4180374,0.81947446,0.6598934,0.6922685,0.46383497,0.24150957,0.17318659,0.22133917,0.23558322,0.061975013,0.056435905,0.18285856,0.2737514,0.097574435,0.10894839,0.0024410058,0.0017991001,0.86614335,0.5070802,1.165875,1.5158896,0.984375,0.53223073
2025-08-23 22:12:00+00:00,0.14477792,0.1262398,6.352409,3.596366,4.6203036,15.723986,4.169041,5.114718,0.8233465,3.462335,3.5505147,3.3782587,4.8062143,3.6138144,0.804584,0.8335531,6.522217,3.8503041,0.044245783,0.081047684,0.48596266,0.5669718,0.36099908,0.8484869,0.6126411,0.32744202,0.19906242,0.25864393,0.38944745,0.352487,0.09107767,0.34145632,0.23993269,0.25451082,0.11274064,0.56137073,0.2531998,0.3942745,0.28149247,0.37135783,0.22898848,0.13926405,0.26991102,0.41489622,0.21138686,0.32531658,0.0,0.0,0.14483614,0.14564015,0.9629035,0.4320424,0.7676809,0.5739374,0.6006018,0.44153953,0.24150957,0.15996769,0.22133917,0.23558322,0.05717979,0.12407446,0.18318535,0.2737514,0.097574435,0.10894839,0.0024410058,0.0017991001,0.98782694,0.3982449,1.0710115,1.2513354,1.2079835,1.1412783
2025-08-23 22:15:00+00:00,0.13820195,0.16003,6.7017617,4.0074844,5.1482534,15.197718,4.301139,4.9256587,0.8087295,3.5580006,3.881053,3.8045473,4.983089,3.3918333,0.81075656,0.86205614,6.720459,4.308937,0.04196639,0.07895957,0.50480497,0.6118363,0.37651747,0.85698426,0.6138501,0.290614,0.65461683,0.6782206,0.35280183,0.47213784,0.084504634,0.31630132,0.24572389,0.25023136,0.11982682,0.61650026,0.45901108,0.39208135,0.32477427,0.34454182,0.18869436,0.1456743,0.29045585,0.46118972,0.23587097,0.3849421,0.0,0.0,0.14599057,0.56194043,0.8883698,0.50496244,0.71863115,0.59588516,0.5750941,0.46211997,0.2727503,0.27625817,0.22133917,0.23558322,0.055068098,0.09571709,0.18318535,0.2737514,0.097375214,0.10894839,0.0024410058,0.0022573716,0.7392993,0.44547388,1.1073651,0.90511036,1.5021567,1.1948001
2025-08-23 22:18:00+00:00,0.21171345,0.15602955,6.6820326,3.4064016,5.4371986,15.670145,3.9484215,4.6194334,0.8738483,3.352868,3.5553455,3.5016704,4.9951496,3.371407,0.86976624,0.87761176,6.4894524,3.9732814,0.034863047,0.05516176,0.4770972,0.6250529,0.32856184,0.87554765,0.597849,0.28228495,0.11199625,0.1468464,0.34855542,0.3391207,0.07480806,0.3219153,0.22778665,0.24616995,0.14154083,0.7687292,0.25679204,0.28711072,0.28887,0.5075511,0.09466094,0.13619971,0.4851992,0.46329087,0.2093067,0.56155825,0.0,0.0,0.2957653,0.2624751,0.8754747,0.6836642,0.6721324,0.6226448,0.6022612,0.52046704,0.29316604,0.15357204,0.22133917,0.23558322,0.0895626,0.14155312,0.1890396,0.25872007,0.097375214,0.10894839,0.0024410058,0.002115272,0.7585032,0.5338645,1.4319053,1.0110824,1.6004717,1.0230672
2025-08-23 22:21:00+00:00,0.18939929,0.13686767,6.003592,4.019892,5.0857506,15.571939,4.3379407,4.490051,1.1544402,3.4508743,3.844129,3.0687037,4.8270183,3.336985,0.70583487,0.73489606,6.431803,4.8328977,0.0416703,0.07752314,0.4694382,0.51074004,0.3667134,0.74605227,0.6575149,0.2737947,0.14184424,0.24288821,0.2811157,0.28767228,0.027519563,0.22512366,0.26655227,0.21633181,0.06941188,0.37577885,0.06104339,0.17670459,0.25273263,0.21415035,0.17267585,0.121909596,0.23766762,0.34730294,0.16354828,0.29482245,0.0,0.0,0.18525304,0.084214345,0.6855625,0.24394467,0.77566886,0.5670918,0.6253092,0.46211997,0.2718763,0.15250812,0.22133917,0.23558322,0.06852563,0.09003351,0.18318535,0.2737514,0.097375214,0.10894839,0.0024410058,0.0022573716,0.7740277,0.45831445,1.1129484,0.78106546,0.81091094,1.1114423
2025-08-23 22:24:00+00:00,0.1564034,0.13134818,5.9587355,3.6419826,4.8362913,15.060053,4.089788,4.0041275,1.1026874,3.2068672,3.4242587,2.8508496,4.5672803,3.281599,0.6931635,0.67541397,6.136975,4.194968,0.045594838,0.0798285,0.46863693,0.45428413,0.35371536,0.79074895,0.6462822,0.27300155,0.12813793,0.24507797,0.2874303,0.30344987,0.04224578,0.21402007,0.26655227,0.21450783,0.05742263,0.3170987,0.08662772,0.158284,0.24810745,0.2068525,0.18567903,0.12886319,0.2226421,0.31456682,0.1594754,0.27991834,0.0,0.0,0.16910262,0.06977007,0.78040683,0.38183817,0.7805339,0.6182127,0.6782322,0.43614447,0.23585127,0.15250812,0.22133917,0.23558322,0.07051299,0.05882177,0.18318535,0.2737514,0.097375214,0.10894839,0.0024410058,0.0022573716,1.0449121,0.39707956,1.2228694,0.94899094,0.8066205,1.1038983
2025-08-23 22:27:00+00:00,0.12966625,0.12502603,5.05923,3.55052,3.9428906,14.483987,4.0465574,4.2655363,1.0416405,2.981835,3.3850389,2.8852756,4.182527,3.2244515,0.65840614,0.7381276,5.796002,3.6942925,0.041132357,0.074189186,0.41670305,0.45825547,0.36221665,0.56440794,0.55790687,0.27189353,0.1580478,0.26339862,0.27047744,0.3646764,0.058698688,0.23617652,0.224061,0.24645425,0.1399742,0.5728046,0.07947824,0.19326901,0.2644423,0.19259842,0.18225497,0.1191143,0.22983395,0.33998284,0.16051668,0.2732529,0.0,0.0,0.12539354,0.11901221,0.73389196,0.3713481,0.7905699,0.63267505,0.578598,0.43614447,0.23587427,0.15713698,0.22133917,0.23558322,0.0657597,0.05882177,0.18318535,0.2737514,0.097375214,0.109081596,0.0024410058,0.0022573716,1.0449121,0.39707956,1.2228694,1.2599928,0.8033867,1.00244
